,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),GM per Emp,Sales Order per Emp,Sales Order Items per Emp,Sales Order Delivery per Emp,Non-Sales Order Delivery per Emp,Delivery Lines per Emp,Deliver Docs per Emp,RSO per Emp,Sales per Emp,High Sales Weight,Equal Sales and GM Weight,Equal Weights
TENJ201708,11,New York,TENJ,Teterboro,201708,,,,,,,,,,,,
TENJ201709,11,New York,TENJ,Teterboro,201709,,,,,,,,,,,,
TENJ201710,11,New York,TENJ,Teterboro,201710,,,,,,,,,,,,
TENJ201711,11,New York,TENJ,Teterboro,201711,,,,,,,,,,,,
TENJ201712,11,New York,TENJ,Teterboro,201712,,,,,,,,,,,,
TENJ201801,11,New York,TENJ,Teterboro,201801,,,,,,,,,,,,
TENJ201802,11,New York,TENJ,Teterboro,201802,,,,,,,,,,,,
TENJ201803,11,New York,TENJ,Teterboro,201803,,,,,,,,,,,,
TENJ201804,11,New York,TENJ,Teterboro,201804,,,,,,,,,,,,
TENJ201805,11,New York,TENJ,Teterboro,201805,,,,,,,,,,,,
TENJ201806,11,New York,TENJ,Teterboro,201806,,,,,,,,,,,,
TENJ201807,11,New York,TENJ,Teterboro,201807,,,,,,,,,,,,
TENJ201808,11,New York,TENJ,Teterboro,201808,,,,,,,,,,,,
TENJ201809,11,New York,TENJ,Teterboro,201809,,,,,,,,,,,,
TENJ201810,11,New York,TENJ,Teterboro,201810,,,,,,,,,,,,
TENJ201811,11,New York,TENJ,Teterboro,201811,,,,,,,,,,,,
TENJ201812,11,New York,TENJ,Teterboro,201812,,,,,,,,,,,,
TENJ201901,11,New York,TENJ,Teterboro,201901,,,,,,,,,,,,
TENJ201902,11,New York,TENJ,Teterboro,201902,,,,,,,,,,,,
TENJ201903,11,New York,TENJ,Teterboro,201903,,,,,,,,,,,,
WIPA201701,11,New York,WIPA,Williamsport,201701,20.0,30.0,30.0,40.0,40.0,40.0,30.0,20.0,20.0,26.0,27.5,29.5
WIPA201702,11,New York,WIPA,Williamsport,201702,30.0,30.0,30.0,40.0,40.0,40.0,40.0,20.0,30.0,32.5,33.0,33.5
WIPA201703,11,New York,WIPA,Williamsport,201703,30.0,30.0,30.0,40.0,40.0,40.0,30.0,30.0,30.0,32.0,33.0,33.0
WIPA201704,11,New York,WIPA,Williamsport,201704,20.0,30.0,30.0,40.0,40.0,40.0,30.0,30.0,30.0,29.5,30.5,31.5
WIPA201705,11,New York,WIPA,Williamsport,201705,30.0,30.0,30.0,40.0,40.0,40.0,30.0,30.0,30.0,32.0,33.0,33.0
WIPA201706,11,New York,WIPA,Williamsport,201706,30.0,30.0,30.0,40.0,40.0,40.0,30.0,30.0,30.0,32.0,33.0,33.0
WIPA201707,11,New York,WIPA,Williamsport,201707,30.0,30.0,30.0,40.0,40.0,40.0,30.0,30.0,30.0,32.0,33.0,33.0
WIPA201708,11,New York,WIPA,Williamsport,201708,20.0,30.0,30.0,40.0,40.0,40.0,40.0,30.0,20.0,27.5,28.5,31.0
WIPA201709,11,New York,WIPA,Williamsport,201709,20.0,30.0,30.0,40.0,40.0,40.0,40.0,30.0,20.0,27.5,28.5,31.0
WIPA201710,11,New York,WIPA,Williamsport,201710,20.0,20.0,30.0,40.0,40.0,40.0,30.0,30.0,20.0,26.0,27.5,29.0
WIPA201711,11,New York,WIPA,Williamsport,201711,20.0,20.0,30.0,40.0,40.0,40.0,30.0,30.0,30.0,29.0,30.0,30.5
WIPA201712,11,New York,WIPA,Williamsport,201712,20.0,20.0,20.0,30.0,40.0,30.0,20.0,30.0,20.0,23.0,24.5,24.5
WIPA201801,11,New York,WIPA,Williamsport,201801,10.0,20.0,20.0,20.0,40.0,20.0,20.0,30.0,10.0,16.0,17.5,19.5
WIPA201802,11,New York,WIPA,Williamsport,201802,10.0,10.0,20.0,20.0,40.0,20.0,10.0,30.0,10.0,14.5,16.5,17.5
WIPA201803,11,New York,WIPA,Williamsport,201803,10.0,10.0,10.0,20.0,30.0,20.0,10.0,30.0,10.0,13.5,15.0,15.0
WIPA201804,11,New York,WIPA,Williamsport,201804,10.0,10.0,10.0,20.0,40.0,20.0,20.0,30.0,10.0,15.0,16.5,17.0
WIPA201805,11,New York,WIPA,Williamsport,201805,20.0,20.0,10.0,20.0,30.0,20.0,10.0,30.0,20.0,19.5,20.5,19.0
WIPA201806,11,New York,WIPA,Williamsport,201806,10.0,10.0,10.0,20.0,40.0,20.0,20.0,30.0,10.0,15.0,16.5,17.0
WIPA201807,11,New York,WIPA,Williamsport,201807,10.0,10.0,20.0,20.0,30.0,20.0,10.0,30.0,10.0,14.0,15.5,16.5
WIPA201808,11,New York,WIPA,Williamsport,201808,20.0,20.0,20.0,40.0,30.0,40.0,20.0,30.0,20.0,24.0,25.5,25.5
WIPA201809,11,New York,WIPA,Williamsport,201809,10.0,20.0,20.0,30.0,40.0,30.0,10.0,30.0,10.0,16.5,19.0,20.5
WIPA201810,11,New York,WIPA,Williamsport,201810,10.0,20.0,20.0,30.0,40.0,30.0,10.0,30.0,10.0,16.5,19.0,20.5
WIPA201811,11,New York,WIPA,Williamsport,201811,20.0,20.0,20.0,30.0,20.0,30.0,20.0,30.0,20.0,22.0,22.5,22.5
WIPA201812,11,New York,WIPA,Williamsport,201812,20.0,10.0,20.0,20.0,20.0,20.0,20.0,30.0,10.0,17.0,17.5,18.0
WIPA201901,11,New York,WIPA,Williamsport,201901,10.0,20.0,20.0,30.0,20.0,30.0,10.0,30.0,20.0,18.5,19.5,20.0
WIPA201902,11,New York,WIPA,Williamsport,201902,20.0,10.0,20.0,20.0,30.0,20.0,10.0,30.0,20.0,19.5,20.5,19.5
WIPA201903,11,New York,WIPA,Williamsport,201903,20.0,20.0,20.0,20.0,30.0,20.0,20.0,30.0,10.0,18.0,19.0,20.0
BOMA201701,12,Boston,BOMA,Boston,201701,,,,,,,,,,,,
BOMA201702,12,Boston,BOMA,Boston,201702,,,,,,,,,,,,
BOMA201703,12,Boston,BOMA,Boston,201703,,,,,,,,,,,,
BOMA201704,12,Boston,BOMA,Boston,201704,,,,,,,,,,,,
BOMA201705,12,Boston,BOMA,Boston,201705,,,,,,,,,,,,
BOMA201706,12,Boston,BOMA,Boston,201706,,,,,,,,,,,,
BOMA201707,12,Boston,BOMA,Boston,201707,,,,,,,,,,,,
BOMA201708,12,Boston,BOMA,Boston,201708,,,,,,,,,,,,
BOMA201709,12,Boston,BOMA,Boston,201709,,,,,,,,,,,,
BOMA201710,12,Boston,BOMA,Boston,201710,,,,,,,,,,,,
BOMA201711,12,Boston,BOMA,Boston,201711,,,,,,,,,,,,
BOMA201712,12,Boston,BOMA,Boston,201712,,,,,,,,,,,,
BOMA201801,12,Boston,BOMA,Boston,201801,,,,,,,,,,,,
BOMA201802,12,Boston,BOMA,Boston,201802,,,,,,,,,,,,
BOMA201803,12,Boston,BOMA,Boston,201803,,,,,,,,,,,,
BOMA201804,12,Boston,BOMA,Boston,201804,,,,,,,,,,,,
BOMA201805,12,Boston,BOMA,Boston,201805,,,,,,,,,,,,
BOMA201806,12,Boston,BOMA,Boston,201806,,,,,,,,,,,,
BOMA201807,12,Boston,BOMA,Boston,201807,,,,,,,,,,,,
BOMA201808,12,Boston,BOMA,Boston,201808,,,,,,,,,,,,
BOMA201809,12,Boston,BOMA,Boston,201809,,,,,,,,,,,,
BOMA201810,12,Boston,BOMA,Boston,201810,,,,,,,,,,,,
BOMA201811,12,Boston,BOMA,Boston,201811,,,,,,,,,,,,
BOMA201812,12,Boston,BOMA,Boston,201812,,,,,,,,,,,,
BOMA201901,12,Boston,BOMA,Boston,201901,,,,,,,,,,,,
BOMA201902,12,Boston,BOMA,Boston,201902,,,,,,,,,,,,
BOMA201903,12,Boston,BOMA,Boston,201903,,,,,,,,,,,,
BUVT201701,12,Boston,BUVT,Burlington,201701,10.0,20.0,20.0,10.0,10.0,10.0,10.0,30.0,10.0,12.0,12.0,13.5
BUVT201702,12,Boston,BUVT,Burlington,201702,10.0,20.0,20.0,10.0,30.0,10.0,10.0,30.0,10.0,13.0,14.0,15.5
BUVT201703,12,Boston,BUVT,Burlington,201703,10.0,20.0,20.0,10.0,20.0,10.0,10.0,20.0,10.0,12.0,12.5,14.0
BUVT201704,12,Boston,BUVT,Burlington,201704,10.0,20.0,20.0,10.0,20.0,10.0,10.0,20.0,10.0,12.0,12.5,14.0
BUVT201705,12,Boston,BUVT,Burlington,201705,10.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,10.0,13.0,13.0,15.0
BUVT201706,12,Boston,BUVT,Burlington,201706,10.0,20.0,20.0,10.0,20.0,10.0,10.0,30.0,10.0,12.5,13.0,14.5
BUVT201707,12,Boston,BUVT,Burlington,201707,10.0,20.0,20.0,10.0,30.0,20.0,10.0,20.0,10.0,13.5,14.5,16.0
BUVT201708,12,Boston,BUVT,Burlington,201708,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,10.0,15.5,15.5,16.5
BUVT201709,12,Boston,BUVT,Burlington,201709,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,18.5,18.0,18.0
BUVT201710,12,Boston,BUVT,Burlington,201710,20.0,20.0,20.0,10.0,30.0,10.0,20.0,20.0,20.0,19.0,19.0,19.0
BUVT201711,12,Boston,BUVT,Burlington,201711,10.0,30.0,30.0,20.0,40.0,20.0,20.0,20.0,10.0,16.5,18.0,21.5
BUVT201712,12,Boston,BUVT,Burlington,201712,20.0,30.0,20.0,20.0,40.0,20.0,20.0,20.0,20.0,21.5,22.5,23.0
BUVT201801,12,Boston,BUVT,Burlington,201801,20.0,30.0,20.0,20.0,40.0,20.0,20.0,20.0,20.0,21.5,22.5,23.0
BUVT201802,12,Boston,BUVT,Burlington,201802,20.0,30.0,20.0,20.0,30.0,20.0,20.0,20.0,20.0,21.0,21.5,22.0
BUVT201803,12,Boston,BUVT,Burlington,201803,20.0,30.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,19.0,18.5,19.0
BUVT201804,12,Boston,BUVT,Burlington,201804,30.0,30.0,20.0,20.0,40.0,20.0,20.0,20.0,30.0,27.0,27.5,26.0
BUVT201805,12,Boston,BUVT,Burlington,201805,20.0,30.0,20.0,10.0,30.0,20.0,20.0,20.0,20.0,20.5,20.5,21.0
BUVT201806,12,Boston,BUVT,Burlington,201806,20.0,30.0,20.0,10.0,30.0,10.0,20.0,20.0,20.0,19.5,19.5,20.0
BUVT201807,12,Boston,BUVT,Burlington,201807,20.0,30.0,20.0,10.0,30.0,10.0,20.0,20.0,10.0,16.5,17.0,18.5
BUVT201808,12,Boston,BUVT,Burlington,201808,20.0,30.0,20.0,10.0,30.0,10.0,20.0,20.0,20.0,19.5,19.5,20.0
BUVT201809,12,Boston,BUVT,Burlington,201809,20.0,30.0,20.0,20.0,40.0,20.0,20.0,20.0,20.0,21.5,22.5,23.0
BUVT201810,12,Boston,BUVT,Burlington,201810,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,10.0,17.5,18.0,19.5
BUVT201811,12,Boston,BUVT,Burlington,201811,20.0,30.0,30.0,20.0,30.0,20.0,20.0,20.0,20.0,21.5,22.0,23.5
BUVT201812,12,Boston,BUVT,Burlington,201812,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.5,20.5,21.0
BUVT201901,12,Boston,BUVT,Burlington,201901,20.0,30.0,20.0,10.0,30.0,10.0,20.0,20.0,20.0,19.5,19.5,20.0
BUVT201902,12,Boston,BUVT,Burlington,201902,20.0,30.0,20.0,10.0,30.0,10.0,20.0,20.0,10.0,16.5,17.0,18.5
BUVT201903,12,Boston,BUVT,Burlington,201903,20.0,30.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,19.0,18.5,19.0
MANH201701,12,Boston,MANH,Manchester,201701,30.0,30.0,30.0,30.0,10.0,30.0,30.0,30.0,30.0,29.0,28.0,28.0
MANH201702,12,Boston,MANH,Manchester,201702,30.0,20.0,20.0,30.0,20.0,30.0,30.0,30.0,30.0,28.5,28.0,26.5
MANH201703,12,Boston,MANH,Manchester,201703,30.0,20.0,20.0,30.0,10.0,30.0,30.0,20.0,30.0,27.5,26.5,25.0
MANH201704,12,Boston,MANH,Manchester,201704,30.0,20.0,20.0,30.0,10.0,30.0,30.0,30.0,30.0,28.0,27.0,25.5
MANH201705,12,Boston,MANH,Manchester,201705,30.0,20.0,20.0,30.0,20.0,20.0,30.0,30.0,40.0,30.5,29.5,27.0
MANH201706,12,Boston,MANH,Manchester,201706,30.0,20.0,20.0,30.0,10.0,30.0,30.0,30.0,40.0,31.0,29.5,27.0
MANH201707,12,Boston,MANH,Manchester,201707,30.0,20.0,20.0,30.0,20.0,20.0,30.0,30.0,40.0,30.5,29.5,27.0
MANH201708,12,Boston,MANH,Manchester,201708,30.0,20.0,20.0,30.0,10.0,20.0,30.0,30.0,30.0,27.0,26.0,24.5
MANH201709,12,Boston,MANH,Manchester,201709,30.0,20.0,20.0,30.0,20.0,30.0,40.0,30.0,30.0,29.5,28.5,27.5
MANH201710,12,Boston,MANH,Manchester,201710,30.0,30.0,20.0,30.0,20.0,30.0,40.0,30.0,40.0,33.0,31.5,30.0
MANH201711,12,Boston,MANH,Manchester,201711,40.0,20.0,20.0,30.0,20.0,30.0,40.0,30.0,40.0,35.0,33.5,30.5
MANH201712,12,Boston,MANH,Manchester,201712,30.0,30.0,20.0,30.0,20.0,30.0,40.0,20.0,40.0,32.5,31.0,29.5
MANH201801,12,Boston,MANH,Manchester,201801,30.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,27.0,26.0,24.5
MANH201802,12,Boston,MANH,Manchester,201802,30.0,20.0,20.0,20.0,10.0,20.0,30.0,30.0,30.0,26.5,25.0,23.5
MANH201803,12,Boston,MANH,Manchester,201803,30.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,27.0,26.0,24.5
MANH201804,12,Boston,MANH,Manchester,201804,20.0,30.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,25.0,24.0,24.0
MANH201805,12,Boston,MANH,Manchester,201805,20.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,24.5,23.5,23.0
MANH201806,12,Boston,MANH,Manchester,201806,20.0,20.0,20.0,30.0,10.0,20.0,30.0,30.0,30.0,24.5,23.5,23.0
MANH201807,12,Boston,MANH,Manchester,201807,20.0,20.0,20.0,30.0,20.0,20.0,30.0,30.0,30.0,25.0,24.5,24.0
MANH201808,12,Boston,MANH,Manchester,201808,20.0,20.0,20.0,30.0,20.0,30.0,30.0,30.0,20.0,23.0,23.0,23.5
MANH201809,12,Boston,MANH,Manchester,201809,30.0,20.0,20.0,30.0,20.0,30.0,30.0,30.0,30.0,28.5,28.0,26.5
MANH201810,12,Boston,MANH,Manchester,201810,30.0,20.0,20.0,20.0,10.0,20.0,30.0,30.0,30.0,26.5,25.0,23.5
MANH201811,12,Boston,MANH,Manchester,201811,20.0,20.0,20.0,20.0,10.0,20.0,30.0,30.0,20.0,21.0,20.0,20.5
MANH201812,12,Boston,MANH,Manchester,201812,20.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,20.0,21.5,21.0,21.5
MANH201901,12,Boston,MANH,Manchester,201901,20.0,20.0,20.0,20.0,10.0,20.0,30.0,30.0,20.0,21.0,20.0,20.5
MANH201902,12,Boston,MANH,Manchester,201902,20.0,20.0,20.0,30.0,30.0,30.0,30.0,30.0,30.0,26.5,26.5,26.0
MANH201903,12,Boston,MANH,Manchester,201903,20.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,20.0,21.0,20.5,21.0
POME201701,12,Boston,POME,"Portland, ME",201701,30.0,30.0,30.0,20.0,10.0,20.0,20.0,20.0,20.0,23.0,22.5,23.0
POME201702,12,Boston,POME,"Portland, ME",201702,20.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.5,20.5,21.5
POME201703,12,Boston,POME,"Portland, ME",201703,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,23.5,23.5,24.0
POME201704,12,Boston,POME,"Portland, ME",201704,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.5
POME201705,12,Boston,POME,"Portland, ME",201705,20.0,30.0,30.0,20.0,10.0,20.0,20.0,20.0,20.0,20.5,20.0,21.5
POME201706,12,Boston,POME,"Portland, ME",201706,20.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.5,20.5,21.5
POME201707,12,Boston,POME,"Portland, ME",201707,20.0,20.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,18.5,18.0,18.0
POME201708,12,Boston,POME,"Portland, ME",201708,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.5
POME201709,12,Boston,POME,"Portland, ME",201709,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,23.5,23.5,24.0
POME201710,12,Boston,POME,"Portland, ME",201710,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,30.0,26.5,26.0,25.5
POME201711,12,Boston,POME,"Portland, ME",201711,30.0,30.0,30.0,20.0,40.0,20.0,20.0,20.0,30.0,27.5,28.0,27.5
POME201712,12,Boston,POME,"Portland, ME",201712,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.5
POME201801,12,Boston,POME,"Portland, ME",201801,20.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,21.5,21.5,24.0
POME201802,12,Boston,POME,"Portland, ME",201802,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,30.0,26.5,26.0,25.5
POME201803,12,Boston,POME,"Portland, ME",201803,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.5
POME201804,12,Boston,POME,"Portland, ME",201804,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.5
POME201805,12,Boston,POME,"Portland, ME",201805,20.0,30.0,30.0,20.0,10.0,20.0,20.0,20.0,20.0,20.5,20.0,21.5
POME201806,12,Boston,POME,"Portland, ME",201806,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.5
POME201807,12,Boston,POME,"Portland, ME",201807,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.5
POME201808,12,Boston,POME,"Portland, ME",201808,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,23.5,23.5,24.0
POME201809,12,Boston,POME,"Portland, ME",201809,30.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,24.0,24.0,25.5
POME201810,12,Boston,POME,"Portland, ME",201810,30.0,30.0,40.0,20.0,30.0,20.0,20.0,20.0,30.0,27.5,27.5,28.0
POME201811,12,Boston,POME,"Portland, ME",201811,30.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,24.0,24.0,25.5
POME201812,12,Boston,POME,"Portland, ME",201812,30.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,24.0,24.0,25.5
POME201901,12,Boston,POME,"Portland, ME",201901,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.5
POME201902,12,Boston,POME,"Portland, ME",201902,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,23.5,23.5,24.0
POME201903,12,Boston,POME,"Portland, ME",201903,30.0,40.0,40.0,20.0,30.0,20.0,20.0,20.0,30.0,28.0,28.0,29.0
PRRI201701,12,Boston,PRRI,Providence,201701,40.0,40.0,40.0,10.0,10.0,10.0,10.0,30.0,40.0,30.5,29.0,27.5
PRRI201702,12,Boston,PRRI,Providence,201702,40.0,40.0,40.0,20.0,40.0,20.0,20.0,20.0,40.0,34.0,34.0,33.0
PRRI201703,12,Boston,PRRI,Providence,201703,40.0,40.0,40.0,20.0,40.0,20.0,20.0,20.0,40.0,34.0,34.0,33.0
PRRI201704,12,Boston,PRRI,Providence,201704,40.0,40.0,40.0,10.0,30.0,10.0,10.0,20.0,40.0,31.0,30.5,29.0
PRRI201705,12,Boston,PRRI,Providence,201705,40.0,40.0,40.0,10.0,20.0,10.0,10.0,30.0,40.0,31.0,30.0,28.5
PRRI201706,12,Boston,PRRI,Providence,201706,40.0,40.0,40.0,10.0,20.0,10.0,10.0,20.0,40.0,30.5,29.5,28.0
PRRI201707,12,Boston,PRRI,Providence,201707,40.0,40.0,40.0,10.0,40.0,20.0,10.0,20.0,40.0,32.5,32.5,31.0
PRRI201708,12,Boston,PRRI,Providence,201708,40.0,40.0,40.0,10.0,20.0,10.0,10.0,30.0,40.0,31.0,30.0,28.5
PRRI201709,12,Boston,PRRI,Providence,201709,40.0,40.0,40.0,10.0,20.0,10.0,10.0,20.0,40.0,30.5,29.5,28.0
PRRI201710,12,Boston,PRRI,Providence,201710,40.0,40.0,40.0,10.0,20.0,10.0,10.0,30.0,40.0,31.0,30.0,28.5
PRRI201711,12,Boston,PRRI,Providence,201711,40.0,40.0,40.0,10.0,30.0,10.0,10.0,30.0,40.0,31.5,31.0,29.5
PRRI201712,12,Boston,PRRI,Providence,201712,40.0,40.0,40.0,10.0,30.0,10.0,10.0,30.0,40.0,31.5,31.0,29.5
PRRI201801,12,Boston,PRRI,Providence,201801,40.0,40.0,30.0,10.0,40.0,10.0,10.0,30.0,40.0,31.5,31.5,29.0
PRRI201802,12,Boston,PRRI,Providence,201802,40.0,40.0,40.0,10.0,20.0,10.0,20.0,20.0,40.0,31.5,30.0,29.0
PRRI201803,12,Boston,PRRI,Providence,201803,40.0,40.0,40.0,10.0,40.0,10.0,10.0,20.0,40.0,31.5,31.5,30.0
PRRI201804,12,Boston,PRRI,Providence,201804,40.0,40.0,40.0,10.0,30.0,10.0,20.0,20.0,40.0,32.0,31.0,30.0
PRRI201805,12,Boston,PRRI,Providence,201805,40.0,40.0,40.0,10.0,40.0,20.0,20.0,20.0,40.0,33.5,33.0,32.0
PRRI201806,12,Boston,PRRI,Providence,201806,40.0,40.0,40.0,10.0,30.0,10.0,20.0,20.0,40.0,32.0,31.0,30.0
PRRI201807,12,Boston,PRRI,Providence,201807,40.0,40.0,40.0,10.0,40.0,10.0,20.0,20.0,40.0,32.5,32.0,31.0
PRRI201808,12,Boston,PRRI,Providence,201808,40.0,40.0,40.0,20.0,40.0,20.0,20.0,20.0,40.0,34.0,34.0,33.0
PRRI201809,12,Boston,PRRI,Providence,201809,40.0,40.0,40.0,20.0,40.0,20.0,20.0,20.0,40.0,34.0,34.0,33.0
PRRI201810,12,Boston,PRRI,Providence,201810,40.0,40.0,40.0,20.0,30.0,20.0,20.0,20.0,40.0,33.5,33.0,32.0
PRRI201811,12,Boston,PRRI,Providence,201811,40.0,40.0,40.0,10.0,30.0,20.0,20.0,20.0,40.0,33.0,32.0,31.0
PRRI201812,12,Boston,PRRI,Providence,201812,40.0,40.0,40.0,20.0,40.0,20.0,20.0,20.0,40.0,34.0,34.0,33.0
PRRI201901,12,Boston,PRRI,Providence,201901,40.0,40.0,40.0,10.0,40.0,10.0,20.0,20.0,40.0,32.5,32.0,31.0
PRRI201902,12,Boston,PRRI,Providence,201902,40.0,40.0,40.0,20.0,40.0,20.0,20.0,20.0,40.0,34.0,34.0,33.0
PRRI201903,12,Boston,PRRI,Providence,201903,40.0,40.0,40.0,20.0,40.0,20.0,20.0,20.0,40.0,34.0,34.0,33.0
SOMA201701,12,Boston,SOMA,Sommerville,201701,,,,,,,,,,,,
SOMA201702,12,Boston,SOMA,Sommerville,201702,,,,,,,,,,,,
SOMA201703,12,Boston,SOMA,Sommerville,201703,,,,,,,,,,,,
SOMA201704,12,Boston,SOMA,Sommerville,201704,,,,,,,,,,,,
SOMA201705,12,Boston,SOMA,Sommerville,201705,,,,,,,,,,,,
SOMA201706,12,Boston,SOMA,Sommerville,201706,,,,,,,,,,,,
SOMA201707,12,Boston,SOMA,Sommerville,201707,,,,,,,,,,,,
SOMA201708,12,Boston,SOMA,Sommerville,201708,,,,,,,,,,,,
SOMA201709,12,Boston,SOMA,Sommerville,201709,,,,,,,,,,,,
SOMA201710,12,Boston,SOMA,Sommerville,201710,,,,,,,,,,,,
SOMA201711,12,Boston,SOMA,Sommerville,201711,,,,,,,,,,,,
SOMA201712,12,Boston,SOMA,Sommerville,201712,,,,,,,,,,,,
SOMA201801,12,Boston,SOMA,Sommerville,201801,,,,,,,,,,,,
SOMA201802,12,Boston,SOMA,Sommerville,201802,,,,,,,,,,,,
SOMA201803,12,Boston,SOMA,Sommerville,201803,,,,,,,,,,,,
SOMA201804,12,Boston,SOMA,Sommerville,201804,,,,,,,,,,,,
SOMA201805,12,Boston,SOMA,Sommerville,201805,,,,,,,,,,,,
SOMA201806,12,Boston,SOMA,Sommerville,201806,,,,,,,,,,,,
SOMA201807,12,Boston,SOMA,Sommerville,201807,,,,,,,,,,,,
SOMA201808,12,Boston,SOMA,Sommerville,201808,,,,,,,,,,,,
SOMA201809,12,Boston,SOMA,Sommerville,201809,,,,,,,,,,,,
SOMA201810,12,Boston,SOMA,Sommerville,201810,,,,,,,,,,,,
SOMA201811,12,Boston,SOMA,Sommerville,201811,,,,,,,,,,,,
SOMA201812,12,Boston,SOMA,Sommerville,201812,,,,,,,,,,,,
SOMA201901,12,Boston,SOMA,Sommerville,201901,,,,,,,,,,,,
SOMA201902,12,Boston,SOMA,Sommerville,201902,,,,,,,,,,,,
SOMA201903,12,Boston,SOMA,Sommerville,201903,,,,,,,,,,,,
SPMA201701,12,Boston,SPMA,"Springfield, MA",201701,20.0,30.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,19.0,18.5,19.0
SPMA201702,12,Boston,SPMA,"Springfield, MA",201702,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.5
SPMA201703,12,Boston,SPMA,"Springfield, MA",201703,30.0,40.0,30.0,20.0,30.0,20.0,20.0,20.0,40.0,30.5,30.0,29.0
SPMA201704,12,Boston,SPMA,"Springfield, MA",201704,30.0,40.0,40.0,20.0,30.0,20.0,20.0,20.0,30.0,28.0,28.0,29.0
SPMA201705,12,Boston,SPMA,"Springfield, MA",201705,20.0,30.0,30.0,10.0,20.0,20.0,20.0,20.0,20.0,20.5,20.0,21.5
SPMA201706,12,Boston,SPMA,"Springfield, MA",201706,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,23.5,23.5,24.0
SPMA201707,12,Boston,SPMA,"Springfield, MA",201707,20.0,30.0,30.0,10.0,20.0,10.0,20.0,20.0,20.0,19.5,19.0,20.5
SPMA201708,12,Boston,SPMA,"Springfield, MA",201708,30.0,30.0,30.0,20.0,10.0,20.0,20.0,20.0,20.0,23.0,22.5,23.0
SPMA201709,12,Boston,SPMA,"Springfield, MA",201709,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.5
SPMA201710,12,Boston,SPMA,"Springfield, MA",201710,20.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.5,20.5,21.0
SPMA201711,12,Boston,SPMA,"Springfield, MA",201711,20.0,30.0,30.0,20.0,30.0,20.0,20.0,20.0,20.0,21.5,22.0,23.5
SPMA201712,12,Boston,SPMA,"Springfield, MA",201712,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,23.5,23.5,24.0
SPMA201801,12,Boston,SPMA,"Springfield, MA",201801,20.0,30.0,30.0,20.0,10.0,20.0,20.0,20.0,30.0,23.5,22.5,23.0
SPMA201802,12,Boston,SPMA,"Springfield, MA",201802,20.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,10.0,18.0,18.5,21.0
